filename,label
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (320).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (393).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/ants/ants (347).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/moth/moth (466).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/moth/moth (403).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/slug/slug (2).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/moth/moth (216).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (331).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (354).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/moth/moth (82).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (6).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (741).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/moth/moth (438).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (291).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (306).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (531).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (973).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/bees/bees (20).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/snail/snail (472).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (182).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (173).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (809).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (179).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (52).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (638).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/bees/bees (452).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/ants/ants (127).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/snail/snail (454).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/snail/snail (33).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (310).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/bees/bees (464).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/slug/slug (143).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/snail/snail (127).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (191).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (208).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/moth/moth (254).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (445).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (146).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (293).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (97).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (69).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/moth/moth (238).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/bees/bees (459).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/moth/moth (233).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/bees/bees (272).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/slug/slug (266).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (36).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/bees/bees (225).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (114).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/ants/ants (257).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (351).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/slug/slug (99).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (229).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/snail/snail (427).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/moth/moth (326).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/ants/ants (110).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/ants/ants (113).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/bees/bees (57).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (377).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (150).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/ants/ants (166).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/moth/moth (264).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/bees/bees (21).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/snail/snail (16).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (79).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/slug/slug (380).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (381).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/bees/bees (55).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (878).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (244).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/ants/ants (119).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (80).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/bees/bees (303).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (605).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/snail/snail (304).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/slug/slug (386).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/slug/slug (320).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/moth/moth (249).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (161).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/snail/snail (139).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/bees/bees (98).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (90).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (9).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (862).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/snail/snail (57).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/moth/moth (102).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (258).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/snail/snail (82).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/snail/snail (421).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/ants/ants (469).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (26).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/moth/moth (187).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/ants/ants (137).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (132).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/ants/ants (212).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (164).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (428).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (266).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (748).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (314).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (364).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (714).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/bees/bees (311).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (285).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (27).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (325).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (9).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/bees/bees (370).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/snail/snail (268).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (211).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/moth/moth (20).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (83).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (112).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (166).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (75).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (79).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/snail/snail (188).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/moth/moth (198).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/moth/moth (441).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/snail/snail (497).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/ants/ants (144).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (310).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (390).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (570).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/moth/moth (309).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/ants/ants (40).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (160).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (204).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (968).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (194).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/slug/slug (86).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/bees/bees (135).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (344).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (130).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/moth/moth (412).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (125).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/slug/slug (124).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/snail/snail (246).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/moth/moth (457).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (187).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/ants/ants (318).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (6).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (211).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (184).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/bees/bees (492).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (44).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (256).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/snail/snail (112).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (293).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (65).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (208).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (101).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (258).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/bees/bees (67).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (107).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (234).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (420).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/bees/bees (158).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (40).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/moth/moth (121).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (132).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (399).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (4).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (197).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (16).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (185).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/snail/snail (451).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (318).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (888).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/ants/ants (326).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (351).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/snail/snail (45).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/moth/moth (117).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (850).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/moth/moth (365).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (425).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/moth/moth (354).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/ants/ants (179).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (706).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (327).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/ants/ants (28).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/snail/snail (271).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/snail/snail (402).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/slug/slug (359).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/bees/bees (491).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (239).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (606).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/moth/moth (325).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (255).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/snail/snail (397).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (254).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (55).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/slug/slug (302).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (292).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (329).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (792).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/bees/bees (66).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (132).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (92).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/bees/bees (291).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/snail/snail (299).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (247).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/ants/ants (371).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/ants/ants (142).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (239).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (207).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (110).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/ants/ants (413).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (251).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (297).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (129).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (77).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (755).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (240).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/slug/slug (262).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (379).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/ants/ants (233).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/slug/slug (384).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (958).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/snail/snail (241).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/snail/snail (346).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (16).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (50).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (336).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (40).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (79).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/slug/slug (235).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/bees/bees (295).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (169).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/moth/moth (344).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/moth/moth (300).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (184).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/bees/bees (406).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/moth/moth (188).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (29).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (342).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (117).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/ants/ants (481).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/snail/snail (125).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (337).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/slug/slug (52).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (207).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/bees/bees (407).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (9).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (817).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/ants/ants (435).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/moth/moth (1).png,moth
/kaggle/input/agricultural-pests-image-dataset/moth/moth (250).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (132).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/snail/snail (324).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (183).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (411).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (123).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/ants/ants (12).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/ants/ants (192).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (40).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (445).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (43).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/slug/slug (368).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (506).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/snail/snail (476).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/snail/snail (215).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (145).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (158).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (126).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (376).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (427).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/slug/slug (80).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (742).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (586).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (18).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (38).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (196).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (206).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/moth/moth (52).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (41).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (392).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/moth/moth (208).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/slug/slug (335).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (515).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/snail/snail (434).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (143).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (896).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (542).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/slug/slug (249).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (345).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (261).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (266).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/ants/ants (92).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (246).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (916).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (168).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (839).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (312).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/bees/bees (398).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/bees/bees (260).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/slug/slug (49).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/bees/bees (9).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (271).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (81).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/bees/bees (156).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (310).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/moth/moth (379).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/bees/bees (292).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/bees/bees (451).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/ants/ants (143).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (201).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/slug/slug (339).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (94).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (323).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/moth/moth (143).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (37).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (584).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/bees/bees (215).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (282).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/ants/ants (275).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (274).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (200).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/bees/bees (322).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/moth/moth (162).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (154).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/ants/ants (265).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (27).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (609).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (330).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (73).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/bees/bees (313).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/moth/moth (358).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (894).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (228).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (307).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/slug/slug (260).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (169).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (587).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/slug/slug (171).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/ants/ants (20).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (100).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/bees/bees (76).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/snail/snail (455).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/moth/moth (47).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/snail/snail (291).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (811).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/moth/moth (255).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/moth/moth (276).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (190).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (681).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (165).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (133).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/snail/snail (222).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (39).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/slug/slug (25).jpg,slug
